"living_space","rooms","cold_rent","construction_year","quarter","lambert_poistion_x","lambert_poistion_y","city","postcode","heating_type","number_of_bedrooms","rent_per_square_meter","publish_date","latitude","longitude"
"109.56","3.5","2880","2022","Hamb.-Altstadt","45","2619600","Hamburg","20457","7","2","31.548","2019-04-30 22:00:00","53.54729600968657","10.000688291975663"
"81.6","2.5","1296","","Eppendorf","-1516","2625716","Hamburg","22453","7","1","19.056","2019-04-30 22:00:00","53.60300578096385","9.976783018424642"
"79.728","3.5","717.6","1930","Harburg","-1928","2609626","Hamburg","21073","5","","10.8","2019-02-28 23:00:00","53.45642950067195","9.97057085548083"
"120","3.5","1554","2003","Barmbek-Süd","2712","2622430","Hamburg","22081","7","2","15.54","2019-06-30 22:00:00","53.57306863920577","10.041505205385315"
"79.2","3.5","889.416","1973","Rissen","-16197","2623486","Hamburg","22559","7|8","","13.476","2019-03-28 23:00:00","53.5824489971847","9.752063625674287"
"40.8","1.5","243.864","1971","Lohbrügge","13730","2615476","Hamburg","21031","7","","7.176","2019-01-31 23:00:00","53.50955120469268","10.209827084368"
"110.916","3.5","1608","","Alsterdorf","804","2627493","Hamburg","22335","","2","17.4","2019-01-31 23:00:00","53.619193703644086","10.012317469419463"
"67.2","2.5","523.272","1998","Eißendorf","-3763","2607908","Hamburg","21077","5","","9.348","2019-03-28 23:00:00","53.44076782392401","9.942581516030389"
"97.2","4","761.016","1962","Harburg","-1579","2609145","Hamburg","21073","1","","9.396","2019-05-30 22:00:00","53.45204849912552","9.975900396789783"
"95.34","3.5","1284","2023","Langenhorn","1031","2631694","Hamburg","22419","5","","16.164","2019-03-28 23:00:00","53.657458219173286","10.015808837740089"
"87.66","2.5","960","2004","Volksdorf","9815","2633005","Hamburg","22359","1","1","13.14","2019-05-30 22:00:00","53.66930969226033","10.150538764537776"
"78.54","3.5","870","1968","Farmsen-Berne","8578","2625298","Hamburg","22147","5","","13.296","2019-03-28 23:00:00","53.599131428878756","10.131357476308265"
"69.6","2.5","906","","Barmbek-Nord","3014","2624551","Hamburg","22305","1","1","15.624","2019-05-30 22:00:00","53.59238747585987","10.046147229497556"
"80.484","3.5","754.14","1967","Eidelstedt","-7146","2626110","Hamburg","22523","7","","11.244","2019-03-28 23:00:00","53.606548962745926","9.890552841699309"
"98.4","3.5","1800","2019","Ottensen","-4705","2620336","Hamburg","22765","7","2","21.948","2019-06-30 22:00:00","53.55397985269909","9.928024382479038"
"80.4","3.5","898.32","1998","Schnelsen","-6422","2629080","Hamburg","22457","7","","13.404","2019-03-28 23:00:00","53.633611055462346","9.901581342675346"
"114","4","838.14","2004","Lurup","-7510","2625109","Hamburg","22547","1","","8.82","2019-01-31 23:00:00","53.59742594352308","9.885001572124162"
"180","6","2178","1914","Groß Flottbek","-7302","2620956","Hamburg","22607","5","3","14.52","2019-05-30 22:00:00","53.55959847747085","9.888282097109434"
"61.464","2.5","586.8","1955","Horn","5073","2620387","Hamburg","22111","7","","11.46","2019-01-31 23:00:00","53.55444106389693","10.077605976179898"
"68.4","2.5","828","","Lokstedt","-2779","2624470","Hamburg","22529","1","","14.532","2019-06-30 22:00:00","53.59165092065974","9.957451554192922"
"234","5.5","3420","1904","Nienstedten","-10377","2621059","Hamburg","22609","5","3","17.544","2019-02-28 23:00:00","53.560485825274284","9.841232491875479"
"67.836","3.5","799.188","1965","Poppenbüttel","5365","2631947","Hamburg","22399","5","","14.136","2019-01-31 23:00:00","53.65973660116592","10.082268480716616"
"42","1.5","648","2019","Harburg","-856","2610628","Hamburg","21079","5","","18.516","2019-05-30 22:00:00","53.46556092974978","9.986931261284395"
"37.2","1.5","420","1975","Borgfelde","1968","2620458","Hamburg","20535","7","","13.548","2019-01-31 23:00:00","53.55510830687811","10.03010661102919"
"28.8","1.5","636","1959","Heimfeld","-4066","2610058","Hamburg","21075","1","","26.496","2019-06-30 22:00:00","53.46035323619962","9.937930764556963"
"116.4","3.5","2323.2","2019","Altona-Nord","-4049","2620885","Hamburg","22765","24","1","23.952","2019-02-28 23:00:00","53.5589862949089","9.938052667739777"
"58.968","1.5","607.2","1985","Billstedt","6822","2618677","Hamburg","22111","8","","12.36","2019-05-30 22:00:00","53.538844324926814","10.104325200005054"
"74.82","2.5","1014","","Niendorf","-2656","2629643","Hamburg","22455","5","","16.26","2019-04-30 22:00:00","53.638771237024585","9.959291436199477"
"114.48","4.5","1630.8","2015","Lokstedt","-2555","2624245","Hamburg","22529","7","","17.1","2019-04-30 22:00:00","53.58960250614932","9.960882962314816"
"72","2.5","912","","St. Georg","885","2620533","Hamburg","20099","1","","15.204","2019-01-31 23:00:00","53.555794407031186","10.013539005489282"
"120","3.5","2040","1967","Hohenfelde","1122","2621545","Hamburg","22087","7","","20.4","2019-05-30 22:00:00","53.56501264184862","10.017168277531194"
"66","2.5","762","","Bramfeld","5106","2626925","Hamburg","22179","1","1","13.86","2019-03-28 23:00:00","53.613996087353435","10.078215947062512"
"123.6","3.5","1896","2023","Sasel","6228","2630176","Hamburg","22393","5","2","18.408","2019-05-30 22:00:00","53.64359628789981","10.095467116648809"
"114.912","3.5","960","1962","Horn","5844","2619614","Hamburg","22111","5","2","10.02","2019-05-30 22:00:00","53.547391566510534","10.089386398828417"
"120","3.5","1560","","Eppendorf","-1374","2624866","Hamburg","20251","1","","15.6","2019-02-28 23:00:00","53.59526355797388","9.978961376861877"
"48.96","1.5","534","1997","Wellingsbüttel","4510","2629141","Hamburg","22391","5","","13.092","2019-04-30 22:00:00","53.63418628561366","10.06911769741169"
"77.34","2.5","1134","","Eidelstedt","-7271","2626853","Hamburg","22523","","1","17.592","2019-03-28 23:00:00","53.61331512886808","9.888621326753228"
"72.756","2.5","648","1970","Niendorf","-3234","2629737","Hamburg","22455","","1","10.692","2019-04-30 22:00:00","53.6396242432275","9.950431461473816"
"144","4.5","1860","","Eilbek","2487","2621950","Hamburg","22089","1","","15.504","2019-05-30 22:00:00","53.56869729300791","10.038057985607391"
"84.612","4.5","1038","1962","Eimsbüttel","-2303","2622775","Hamburg","20253","5","3","14.724","2019-04-30 22:00:00","53.576213239691626","9.964751742454043"
"119.868","4.5","1416","2022","Rahlstedt","10252","2628199","Hamburg","22145","7","1","14.172","2019-03-28 23:00:00","53.62552647299064","10.157085659075639"
"64.8","2.5","972","1964","Wandsbek","5672","2623191","Hamburg","22041","5","","18","2019-04-30 22:00:00","53.57997748233459","10.086819431705665"
"122.4","2.5","1774.8","1908","Bahrenfeld","-6628","2622029","Hamburg","22761","1","1","17.4","2019-01-31 23:00:00","53.5693815666872","9.898571655414258"
"85.2","2.5","1098","1996","Marienthal","4419","2621460","Hamburg","22043","5","","15.468","2019-06-30 22:00:00","53.56422123758855","10.067616107566675"
"75.096","2.5","603.012","1976","Steilshoop","3464","2626613","Hamburg","22309","7","","9.636","2019-04-30 22:00:00","53.611167335961774","10.053059673246008"
"56.364","2.5","704.4","","Eimsbüttel","-2714","2622500","Hamburg","20259","5","1","15","2019-04-30 22:00:00","53.57370627494495","9.958463587999393"
"50.148","2.5","576","1908","Barmbek-Süd","1543","2623108","Hamburg","22083","7","","13.788","2019-02-28 23:00:00","53.579249335668905","10.02361779831189"
"31.2","1.5","444","","Neuenfelde","-11682","2615785","Hamburg","21129","1","","17.076","2019-04-30 22:00:00","53.51241484509997","9.821459768622823"
"102","3.5","1986","1909","Rotherbaum","-1178","2622076","Hamburg","20146","5","","23.364","2019-05-30 22:00:00","53.569849555476935","9.981972870153443"
"54","2.5","900","1961","Uhlenhorst","2076","2622017","Uhlenhorst","22081","7","","20.004","2019-02-28 23:00:00","53.569309371234446","10.031768986315877"
"110.46","4.5","1325.52","2022","Lohbrügge","13064","2615881","Hamburg","21031","7","3","14.4","2019-03-28 23:00:00","53.513257392070685","10.199665678517958"
"76.632","3.5","916.584","1957","Hohenfelde","2090","2621408","Hamburg","22087","7","","14.352","2019-04-30 22:00:00","53.563761752007025","10.031979222401537"
"91.74","3.5","765.108","1975","Steilshoop","3323","2626578","Hamburg","22309","7","","10.008","2019-03-28 23:00:00","53.61084942454546","10.050899545652946"
"52.8","2.5","514.8","1967","Billstedt","7573","2618223","Hamburg","22117","1","","11.7","2019-01-31 23:00:00","53.534698441548706","10.115799018503093"
"84","3","898.128","1894","Finkenwerder","-7455","2617516","Hamburg","21129","5","","12.828","2019-01-31 23:00:00","53.528259567435256","9.886021881870793"
"65.52","2.5","614.58","2000","Horn","6207","2621009","Hamburg","22119","5","","11.256","2019-06-30 22:00:00","53.56009512818097","10.094965862124237"
"33.336","1.5","466.368","1903","Heimfeld","-2482","2610566","Hamburg / Heimfeld","21075","5","","16.788","2019-06-30 22:00:00","53.46499101341228","9.962107249573787"
"68.424","2.5","654","2001","Marmstorf","-2895","2608042","Hamburg","21077","7","","11.472","2019-05-30 22:00:00","53.44199404615102","9.955824849129995"
"78","2.5","612","","Bahrenfeld","-6370","2621378","Hamburg","22761","1","","9.42","2019-01-31 23:00:00","53.56345455664228","9.902532877535286"
"66","2.5","612","","Kleiner Grasbrook","643","2616676","Hamburg","20539","1","","11.124","2019-04-30 22:00:00","53.52065900710216","10.009829019310283"
"50.124","1.5","500.4","","Rahlstedt","10529","2625972","Hamburg","22143","","1","11.976","2019-04-30 22:00:00","53.60523588174107","10.16125600643702"
"118.8","4.5","1009.2","1978","Steilshoop","3192","2626994","Hamburg","22309","7","","10.188","2019-04-30 22:00:00","53.61463948592977","10.048897161347117"
"126","3.5","1380","1987","Volksdorf","10800","2632135","Hamburg","22359","8","2","13.14","2019-06-30 22:00:00","53.66136649181323","10.165616572909048"
"92.376","3.5","591.204","2019","Hammerbrook","1286","2619375","Hamburg","20097","7","","7.68","2019-04-30 22:00:00","53.54524482128717","10.019668944900527"
"121.2","3.5","1476","2014","Poppenbüttel","5819","2630571","Hamburg","22391","5","","14.616","2019-04-30 22:00:00","53.647198744576656","10.089204945694764"
"65.28","2.5","648","1960","Hamm-Mitte","4385","2620203","Hamburg","20537","1","","11.916","2019-02-28 23:00:00","53.55277102122922","10.06707852612789"
"90","3.5","900","","Rahlstedt","8371","2626442","Hamburg","22147","1","","12","2019-04-30 22:00:00","53.609555276986335","10.128217818908498"
"54","2.5","1248","","Eppendorf","-790","2624637","Hamburg","20251","1","","27.732","2019-05-30 22:00:00","53.59317878066348","9.987904127124107"
"76.8","2.5","596.4","1981","Ohlsdorf","1439","2627531","Hamburg","22335","","1","9.324","2019-03-28 23:00:00","53.6195384997147","10.022045991078068"
"90","3.5","994.356","","Blankenese","-13205","2621763","Hamburg","22587","1","","13.26","2019-03-28 23:00:00","53.566836310595455","9.79793519087167"
"52.8","2","617.628","1977","Rissen","-16122","2623503","Hamburg","22559","7","","14.04","2019-02-28 23:00:00","53.58260612286469","9.753210820273878"
"68.268","2.5","910.8","1989","Wellingsbüttel","5980","2630279","Hamburg","22391","5","","16.008","2019-04-30 22:00:00","53.64453729932779","10.091667549251836"
"70.8","2.5","894","1973","Sülldorf","-13280","2623035","Hamburg","22589","5","","15.156","2019-06-30 22:00:00","53.5784213558856","9.796734360540587"
"129.6","2.5","1788","","Osdorf","-9161","2620870","Hamburg","22609","1","1","16.56","2019-03-28 23:00:00","53.55878640820234","9.859842622793908"
"80.4","3.5","1068","1904","Langenhorn","481","2633517","Hamburg","22417","5","","15.936","2019-03-28 23:00:00","53.674063288274894","10.007378185177608"
"72","3","990","1910","Eppendorf","-990","2624459","Hamburg","20251","5","","16.5","2019-02-28 23:00:00","53.591557040783826","9.984842436124604"
"103.416","2.5","1068","1982","Tonndorf","7889","2624094","Hamburg","22045","5","1","12.396","2019-02-28 23:00:00","53.58817483066795","10.12077670433114"
"72","2.5","936.84","1986","Eppendorf","-1270","2624783","Hamburg","20251","5","","15.612","2019-01-31 23:00:00","53.594507769014164","9.980554152033363"
"73.644","2.5","1104.66","2022","Poppenbüttel","6150","2631010","Hamburg","22393","5","","18","2019-01-31 23:00:00","53.65119361344018","10.094287680349996"
"89.244","3.5","1197.6","1929","Barmbek-Nord","2582","2626083","Hamburg","22309","7","2","16.104","2019-06-30 22:00:00","53.60634464808355","10.039545363746067"
"30","1.5","720","1929","Eppendorf","-1248","2624082","Hamburg","20249","7","4","28.8","2019-04-30 22:00:00","53.58812238743275","9.980893765507926"
"85.056","3.5","858","1956","Barmbek-Nord","2664","2625315","Hamburg-Barmbek","22307","1","","12.108","2019-06-30 22:00:00","53.59934860268181","10.04079480878669"
"79.524","3.5","954","1964","Barmbek-Nord","2652","2626149","Hamburg","22309","7","2","14.4","2019-03-28 23:00:00","53.60694548986831","10.040618020507159"
"62.724","2.5","882","2023","Bergedorf","13386","2612077","Hamburg","21029","1","","16.872","2019-04-30 22:00:00","53.47859491173505","10.20442725157028"
"21.6","1.5","468","1999","Stellingen","-4398","2625138","Hamburg","22527","5","1","26.004","2019-05-30 22:00:00","53.59772483922343","9.932654278424877"
"37.476","1.5","449.712","1943","Dulsberg","4450","2623408","Hamburg","22049","7","1","14.4","2019-02-28 23:00:00","53.58196575611842","10.068117733906016"
"61.992","2.5","816","2023","Bergedorf","13337","2612001","Hamburg","21029","1","","15.792","2019-03-28 23:00:00","53.47790376043044","10.203675763789798"
"48","1.5","540","1907","Harburg","-1041","2609171","Hamburg","21073","10","","13.5","2019-04-30 22:00:00","53.45228668955241","9.984111576160542"
"87","3.5","795.6","1979","Fuhlsbüttel","1522","2629271","Hamburg","22339","5","","10.968","2019-04-30 22:00:00","53.63538730625274","10.023325937743621"
"46.8","2.5","655.2","1973","Rissen","-16124","2623429","Hamburg","22559","7","","16.8","2019-03-28 23:00:00","53.58193199030268","9.753183962955184"
"84","2.5","1188","1995","Lokstedt","-1990","2624583","Hamburg","22529","5","","16.968","2019-03-28 23:00:00","53.59268376705439","9.969530989359049"
"57.6","2.5","600","","Wandsbek","5474","2624927","Hamburg","22047","1","","12.504","2019-04-30 22:00:00","53.59579288965528","10.083818648591386"
"93.6","3.5","1500","1979","Hohenfelde","1239","2621142","Hamburg","22087","5","2","19.236","2019-02-28 23:00:00","53.56134131985849","10.018956981245804"
"28.344","1.5","426","1956","Bramfeld","4519","2626355","Hamburg","22177","5","","18.036","2019-05-30 22:00:00","53.60880936142155","10.069215906443883"
"94.308","2.7","815.76","1969","Lohbrügge","12798","2615592","Hamburg-Lohbrügge","21031","1","","10.38","2019-06-30 22:00:00","53.510631081285496","10.195588633877538"
"165.36","5","4134","2019","Uhlenhorst","790","2622093","Hamburg","22085","5","3","30","2019-06-30 22:00:00","53.57000512831173","10.012089543741856"
"140.928","4.5","1494","2023","Bergedorf","13386","2612077","Hamburg","21029","1","","12.72","2019-05-30 22:00:00","53.47859491173505","10.20442725157028"
"32.4","1.5","720","","Winterhude","478","2623719","Hamburg","22301","1","","26.664","2019-02-28 23:00:00","53.58481703414361","10.00731738634895"
"141.6","4","1557.6","2019","Langenhorn","461","2630659","Hamburg","22415","5|3","2","13.2","2019-05-30 22:00:00","53.64803185922754","10.007067235811103"
"72.204","2.5","675.828","2003","Heimfeld","-3657","2610088","Hamburg-Heimfeld","21075","5","","11.232","2019-03-28 23:00:00","53.46062950098239","9.944173979040695"
"66","2.5","679.8","1973","Rissen","-16124","2623429","Hamburg","22559","7","","12.36","2019-03-28 23:00:00","53.58193199030268","9.753183962955184"
"78.288","3","738","1990","Hummelsbüttel","4225","2631309","Hamburg","22399","5","","11.316","2019-03-28 23:00:00","53.65393575627153","10.06477887923445"
"72","2.5","648","1942","Heimfeld","-2505","2610740","Hamburg","21075","5","","10.8","2019-02-28 23:00:00","53.46657611027043","9.961754742623153"
"72","3","770.244","1939","Bahrenfeld","-4462","2621623","Hamburg","22761","5","","12.84","2019-06-30 22:00:00","53.565705698290664","9.931723651469742"
"80.4","2.5","1032","2023","Wandsbek","4065","2622817","Hamburg","22041","6","1","15.408","2019-04-30 22:00:00","53.57658531320694","10.062216839858324"
"204","6.5","3598.8","","Eppendorf","-1320","2624014","Hamburg","20251","","3","21.168","2019-05-30 22:00:00","53.58750279720727","9.979791765553019"
"87.912","3.5","835.2","1962","Barmbek-Süd","3350","2623178","Hamburg","22081","7","1","11.4","2019-02-28 23:00:00","53.579878692440886","10.051277222201678"
"71.7","3","729.6","1943","Rissen","-15073","2623012","Rissen","22559","5","","12.216","2019-02-28 23:00:00","53.57816421364503","9.76929169503193"
"50.112","2.5","555.744","1957","Horn","5673","2619829","Hamburg","22111","7","","13.308","2019-01-31 23:00:00","53.54935195104369","10.086774720763735"
"132","4.5","1782","1914","Ottensen","-5073","2619908","Hamburg","22763","","","16.2","2019-01-31 23:00:00","53.550077637165046","9.922401666139999"
"102.72","4.5","960.288","1969","Lurup","-7579","2625670","Hamburg","22547","7","","11.22","2019-01-31 23:00:00","53.60253507755209","9.883931596111125"
"90","3.5","834","1974","Billstedt","8925","2619453","Hamburg","22117","1","","11.124","2019-04-30 22:00:00","53.54588233046527","10.136506963527152"
"105.084","5","1350","1909","Hammerbrook","855","2619736","Hamburg","20097","7","","15.42","2019-01-31 23:00:00","53.54853421932067","10.013077913035728"
